601870006400040029900299  19940670000001150208000029 PR-05006000000576278.34170058.7911026826
6018900051001200003000000020133240000367650428000029 06110000000000573422.37171100.2111026826
602080010700010035900359  20121010000000700472200029 06140000100318569667.28164813.2511026826
601930146400020010200102  20120530000019050358000029 06162000100000570526.94167580.7511026826
602050041500050022970008  20120670000000890578000029 PR-05305100000575716.06165576.7011026826
6019500435001300109000000020132620000004840228000029 PR-05267100000574841.49167578.3911026826
6019500435001500109000000020132620000022000408000029 PR-05267100000574852.12167612.7811026826
6019500440001600109000000020132620000021260498000029 PR-05267100000574790.26167690.8511026826
602070042600010003900039  20113350000000760192200029 06032000000199571444.90165366.0011026826
6019000198000000001000000020132690000014030758000029 PR-05235000000572733.94170687.8111026826
6018600520002700020000000020132940000008960632200029 06130000000346577055.54170102.2011026826
6018600520002700020000000020132940000137320638000029 06130000000000576922.58170048.2511026826
6018800723000500319000000020133240000003260558000029 06162000000000572630.65170028.7711026826
601840093600037000970009  20111180000002850632210029 PR-06308100322576097.73170643.5311026826
601860044700090023500235  20113500000000150608000029 06116000000000577603.35169709.6311026826
601860044700160023500235  20113500000003600658000029 06116000000000577684.61169667.3811026826
601860045300030023500235  20113500000000460658000029 06116000000000577779.23169548.9911026826
601930148700000005570002  20111570000002240568000029 PR-05616000000570460.75168245.2211026826
601920025400060000400004  20111660000000310218000029 06053000000000571682.10169698.5711026826
601840120000020078600786  20111660000001770222200029 06318000001115576575.80170383.5111026826
601840120000020078600786  20111660000005060228000029 06318000000000576581.81170384.4011026826
601840006500240005500496  20113490000010920698000029 06334000000000575438.77171786.8311026826
601840005000120101901019  20113490000010400568000029 06334000100000575314.42171934.8411026826
601930178300027000670006  20112710000019270568000029 PR-05627000000570198.99168298.5311026826
6020800501000100051000000020132960000073370498000029 06161000000000569908.97163427.9211026826
6020900156000400181000000020133180000001380468000029 PR-05154100000572182.85161940.1611026826
601870053400070067800678  20113610000000770732200029 06179000100630575572.76168852.3411026826
602050063400020022970013  20121040000000500488000029 PR-05312100000575558.71164016.7111026826
601880064100010009770005  20113480000022600468000029 PR-05454000000572836.52170183.9811026826
6018701048000000412000000020133300000001210532210029 06204000000570576292.31168800.4211026826
602080121300170029700297  20121560000001390428000029 06143000100000571726.08163601.5511026826
602080121300180029700297  20121560000001080228000029 06143000100000571711.79163592.4111026826
6020800737000500022000000020133180000027650408000029 06165000100000570776.99163007.5411026826
6020800737000200022000000020133180000004070598000029 06165000100000570795.16163033.0811026826
6019301124000100079000000020133170000001330468000029 06178000000522572396.37168094.1311026826
6019301124000100079000000020133170000002010468000029 06178000000521572415.50168092.4011026826
6019301134000500001000000020133170000008200468000029 06178000000000572355.38167897.7811026826
6019301175002100174000000020133170000015540268000029 06178000000000572312.52167741.5711026826
6021100716000000035000000020161900000080020498000029 PR-05340000000575910.20162310.1511026826
6021100742000000035000000020161900000038810638000029 PR-05340000000575674.33161929.2311026826
601840041300050002500025  20120690000023820528000029 06338000000000575267.73171687.1411026826
601890046200030019870005  20112220000001500592210029 PR-05317000148574503.13171818.9611026826
601890046200030019870005  20112220000003020598000029 PR-05317000000574497.84171813.0911026826
601890035000070019570010  20121240000000060758000029 PR-05334000000575481.52170848.2311026826
601840011500020005500295  20112780000000980638000029 06322000000000575653.63171879.4111026826
601840010900110005500332  20112780000002080638000029 06322000000000575625.58171924.9411026826
601840010900120005500332  20112780000001700638000029 06322000000000575623.99171916.1111026826
601840010600080015900423  20112780000007820608000029 06322000100000575538.65171973.5111026826
601840010600120015900423  20112780000001220638000029 06322000100000575576.49171955.2511026826
601840010600130015900423  20112780000000670638000029 06322000100000575577.57171949.4011026826
601840122400030015900429  20112780000000140608000029 06322000100000575704.09171764.7611026826
601840031400120005500491  20112780000001430618000029 06322000100000575673.33171831.9511026826
6019301175001800001000000020133170000041530268000029 06178000000000572370.79167783.6411026826
6019301155000200219000000020133170000006490228000029 06178000100000572194.27167796.0511026826
6019301175002400314000000020133170000000320568000029 06178000000000572289.37167690.9911026826
6019301251000300127000000020133170000002370228000029 06178000100000572283.39167609.4911026826
6019000369000400260000000020160960000000230558000029 PR-05271100000571732.49169897.5811026826
601840012500050005500925  20112780000000020608000029 06322000100000575653.29171832.6311026826
601840122300010005500925  20112780000007240638000029 06322000000000575659.49171911.9311026826
6019301022000200006000000020162250000003850468000029 06209000000000571906.25169032.7811026826
601870035400117000270003  20112160000000610548000029 PR-05589000370576048.08169133.0211026826
601870035400117000270003  20112160000001080548000029 PR-05589000369576057.58169121.4711026826
601870035400117000270003  20112160000008980548000029 PR-05589000000576048.35169144.4011026826
602080107500110055600556  20112770000017870528000029 06137000100000571694.68164316.5111026826
601840036400090005500492  20112770000008150638000029 06331000000000575828.89171425.9511026826
601840036400090005500492  20112770000000170638000029 06331000000000575825.38171319.7211026826
601840036400090005500492  20112770000008250638000029 06331000000000575829.54171404.6711026826
601840113900120005500181  20122090000007140678000029 06346000000000575721.26170077.1611026826
601950019900010026500266  20122120000003940448000029 06070000000000573640.34167318.3811026826
6020800634000600391000000020173220000005140438000029 06185000000000570750.96162918.2611026826
6020800736000100433000000020173220000000810512210029 06185000000496570816.90163064.2611026826
6020800122000300140000000020173180000000110528000029 06180000000000569958.73165286.7711026826
6020800130000300140000000020173180000001300202210029 06180000000297570041.37165174.9511026826
6020800132000500140000000020173180000000030468000029 06180000000000570038.13165046.5711026826
6020800136000100140000000020173180000107750468000029 06180000000000569959.56165039.0311026826
601880005800410059800598  20122120000006200568000029 06154000100000575379.19170360.1211026826
6019500211000600030000000020162250000015650538000029 06087000000000573369.88167515.8611026826
6018400688000500055000000020161810000067380678000029 06440000000000575695.50170987.7911026826
601840093600137001570015  20111180000000010638000029 PR-06322100000576106.26170654.3611026826
6018800534000600146000000020180220000000410588000029 PR-05600100000574130.78169458.8611026826
6019000521000970020000000020180150000001540602210029 PR-05305100124572905.46170746.5211026826
601870032900170046800468  20112970000001170532200029 06177000000275576015.76169427.6911026826
6018400537000470080000000020140640000003330228000029 PR-06475100000575367.88171462.0111026826
6020800148000700151000000020173180000015580468000029 06180000000000570056.82165038.4311026826
6020801313000600297000000020173180000001170528000029 06180000000000569973.34165330.5911026826
6018400932000070077000000020140440000001480632210029 PR-06470001328576251.66170474.3511026826
6018600509001100019000000020140500000005990468000029 PR-05453100000576722.21170291.3611026826
6020801315000200297000000020173180000003120568000029 06180000000000570174.07164985.2911026826
6020800119000700449000000020173180000011980578000029 06180000000000569911.60165134.7811026826
6020800119000900449000000020173180000000060608000029 06180000000000569896.06165164.1911026826
601970059700170026300302  20122050000002210468000029 06064000000000575690.89166035.8511026826
6018700738000500673000000020172830000003460558000029 PR-05765100000575051.47169130.6611026826
6019200226000700010000000020161030000000060412200029 06077000000191571365.79169429.2111026826
6018700738000470014000000020172830000003460558000029 PR-05764100000575056.19169123.7011026826
601930123400090001970001  20111430000000060228000029 PR-05615000000570137.88167093.0811026826
602050061400060034970002  20111300000005110598000029 PR-05288100000575310.78164166.5811026826
601890035000130011500115  20112800000000340648000029 06090000000000575428.87170828.8511026826
601890022100210012300123  20112800000022070598000029 06090000000000574055.33171048.5111026826
601890035100060013100136  20112800000000320752210029 06090000000324575513.46170842.6311026826
601890035100060013100136  20112800000000770752210029 06090000000323575508.08170852.8311026826
601930110400080074100741  20113150000000690482200029 06156000100678571926.61168208.4911026826
601930110400080074100741  20113150000003540488000029 06156000100000571928.05168206.1511026826
601870008600090010600106  20112200000010280638000029 06172000100000576270.37169946.6811026826
6018400667001300238000000020162360000012460638000029 06438000000000575785.44171083.3611026826
601890035000080026800268  20112800000005390508000029 06090000000000575450.70170819.9211026826
601890042700060019500388  20112800000033320228000029 06090000000000574991.42170856.8011026826
601890042700090019500388  20112800000001260228000029 06090000000000574817.86170799.2911026826
601930148100040064670016  20121350000000560518000029 PR-05653000000570633.90168175.3711026826
602080103500230002600026  20122140000040170498000029 06142000000000571360.76164875.8911026826
602080103500250002600026  20122140000183540468000029 06142000000000571343.58164794.1111026826
6019200310001370009000000020161760000008680458000029 PR-05235000000571376.75169333.2111026826
6019200310000270009000000020161760000009250488000029 PR-05235000000571345.17169310.4511026826
6018800863000000540000000020162000000001580468000029 PR-05566000000572347.92168680.1111026826
6019200077000500034000000020173210000001510582210029 06084000000139570099.28169407.4111026826
6018401065000000259000000020162070000000960602210029 06443000100745575932.68170384.9611026826
6020900136000270007000000020162210000056290498000029 PR-05172000000572867.10161518.2111026826
6019700591000300263000000020140560000001150572210029 PR-05286000196575704.69166027.6311026826
6018900671000400296000000020173030000012760498000029 PR-05438000000573039.24171810.5411026826
601870104500000012100121  20121940000000850188000029 06187000000000576271.02168863.3311026826
601870104600020012100121  20121940000002990598000029 06187000000000576342.53168886.4611026826
6020500305000400073000000020161970000005770458000029 06072000100000576185.28164155.2311026826
6020801090000070047000000020141740000005540598000029 PR-05553000000571705.05164723.0111026826
6019301499000270034000000020142510000001220438000029 PR-05711100000570720.28168413.0911026826
601880040900030021400214  20120180000005330208000029 06146000000000574510.83170504.3011026826
601880040900030021400214  20120180000000960202200029 06146000000579574499.04170500.4011026826
6018400720000200784000000020143070000002540632200029 06403000000871575903.33171089.6011026826
601930190000000058900589  20120400000004970558000029 06164000000000568599.17168222.2811026826
601880016300110003500035  20121840000032600468000029 06120000000000574151.10170848.2311026826
601870069600080053900539  20082330000001940492200029 06136000000620575609.45168979.9511026826
601920020800020000200002  20120880000009090558000029 06052000000000571549.85169831.0811026826
6020801210001400297000000020180330000007290428000029 06203000000000571834.47163645.8311026826
6020600187000100138000000020180330000005930342200029 06146000000411573862.07165068.6211026826
6020600180000570025000000020180330000015960468000029 06146000000000573773.95165001.3411026826
6019400270000000036000000020161730000002590468000029 PR-05238000000573138.34166140.6011026826
6018401066000000621000000020161970000001480602210029 06437000000748575926.60170365.1011026826
6018400703000100236000000020141740000001850632210029 06393000000903575959.54170999.8911026826
602080092900030021100211  20122140000008360408000029 06142000000000571469.35164592.8611026826
602080107400060018300383  20122140000002280408000029 06142000000000571520.79164524.2911026826
602080113500010018500387  20122140000004300568000029 06142000000000571919.00164164.9311026826
602080119000190052970002  20122140000028720228000029 06142000100000571918.85163956.3211026826
602100040500000006970011  20121910000069870198000029 PR-05167000000574050.25163368.3811026826
6018400586000000374000000020180360000002860522200029 06492000000708575530.59171414.9211026826
6018800812000600001000000020180190000009600408000029 06184000000000572971.65169028.4311026826
6020500565000300229000000020141180000002510428000029 PR-05339000000575319.15164231.8311026826
6018800961000500001000000020180190000071900558000029 06184000000000572607.80168676.4511026826
6018800969000100001000000020180190000034880498000029 06184000000000572682.64168818.2211026826
6018400173014170107000000020180330000000360638000029 06494000100000576348.22171518.5911026826
6018400173014270107000000020180330000000350638000029 06494000100000576352.97171519.1411026826
6018800418000200146000000020141180000001190228000029 PR-05514100000574817.90170546.0611026826
6018400173015270107000000020180330000000380638000029 06494000100000576378.63171503.0211026826
601840015800050005500496  20122580000000500638000029 06348000000000576166.46171667.0511026826
601880043200100001970014  20121910000019620468000029 PR-05476000000574697.90170187.6011026826
602060062800070050000502  20122570000003500468000029 06111000000000573817.99165322.1011026826
602060062800080050000502  20122570000002670538000029 06111000100000573808.49165335.8811026826
6018800781001800016000000020173430000099900498000029 06201000000000572785.74169531.8211026826
6018800982000300061000000020180190000001540462210029 06184000000410572942.44168960.4911026826
6018800058000700146000000020140990000002220568000029 PR-05512000000575417.45170350.1511026826
6018801213000500146000000020180190000006570528000029 06184000000000572589.00168647.0211026826
6018801213001200146000000020180190000000220228000029 06184000000000572967.73168991.6911026826
6018800950001600202000000020180190000000360528000029 06184000000000572577.68168589.3111026826
6018800960000300202000000020180190000030750408000029 06184000000000572616.88168650.7411026826
6018800866000570043000000020180190000059910558000029 06184000000000572568.81168674.9311026826
6018700104000370039000000020161690000360710328000029 PR-05715000000576706.80169416.4111026826
6018701027000070039000000020161690000159050638000029 PR-05715000000576045.91169002.6211026826
6018701044000370039000000020161690000001390538000029 PR-05715000000576259.74168901.1011026826
6018701071000070039000000020161690000065960568000029 PR-05715000000576784.57168532.2811026826
6018400173016570107000000020180330000000410638000029 06494000100000576411.46171485.0911026826
6018400173017070107000000020180330000012060638000029 06494000100000576396.03171469.0711026826
6020900149000200157000000020141200000000160468000029 06040000000000572402.66161642.2511026826
6020900149000100157000000020141200000003700468000029 06040000000000572424.47161676.2311026826
6018900221002400195000000020140620000000070228000029 PR-05383100000574052.00171056.7011026826
6018600170000200034000000020140780000001250668000029 PR-05454000000578164.95168939.1611026826
6018600180000300034000000020140780000002280668000029 PR-05454000000578064.07169012.6511026826
6018600365000400034000000020140780000001780228000029 PR-05454000000577961.05169097.9411026826
6018401014000000317000000020161870000001120632210029 06436000000203575867.24170814.0411026826
6020800255000470043000000020141070000006300468000029 PR-05539000000570484.08164553.1411026826
6020800257000070043000000020141070000015530398000029 PR-05539000000570541.01164681.5711026826
6019301182001800127000000020141540000001420608000029 PR-05703100000572244.80167559.5811026826
6020800872000800297000000020161030000002670568000029 PR-05590100000570627.96164060.0811026826
6020900351000200007000000020142410000000490192210029 06041000000118573394.94162818.6211026826
6020900351000200007000000020142410000000490192210029 06041000000115573336.67162794.5711026826
6020800744000200508000000020161460000022910598000029 PR-05595000000570917.82163060.3511026826
6020800982000370059000000020180800000000840528000029 PR-05638000000570457.48165386.9011026826
6020800697001170060000000020180940000077050328000029 PR-05640000000571083.69162640.8611026826
6019300605000700055000000020181280000016720178000029 06239000000000570026.16167165.5511026826
6020801243000270055000000020160670000007150438000029 PR-05588100000572004.10163573.4211026826
6018700696001070006000000020161310000011130488000029 06231000100000575594.75169052.1111026826
6019300564000000549000000020142190000007610488000029 06188000000000569387.21167258.1411026826
601840000500000011800734  19943140000007410518000029 PR-05040000000575094.88172047.4611026826
601840001200000005500496  19887080000000800518000029 NH8/88  000000575131.33172064.6111026826
601840001700000025300253  19837010000000750388000029 NH1/83  000000574906.77171763.3711026826
6018800852000300487000000020181230000001070232200029 06207000100512572278.01168791.6611026826
601840004400040005500496  19887080000002570468000029 NH8/88  000000575012.22171834.3211026826
601840004800000026300455  19952920000006110268000029 PR-05169000000575362.87172047.8011026826
601840060600010032200322  19940700000000520608000029 05002000000000575738.34171316.2911026826
601840102500020063600636  19970240000000260602210029 05082000000245575907.26170749.4311026826
601840011000010011700117  19887290000000920638000029 NH29/88 000000575617.97171906.6211026826
601840011700020005500495  19927110000000340618000029 11/92   000000575666.96171843.6911026826
601840059400000040500405  00000000000000150538000029 NN      000000575611.96171409.7811026826
601840060400000001800018  00000000000001240602210029 NN      000838575732.84171351.0911026826
601840006500050056600566  19867230000001200202210029 NH23/86 000041575378.91171768.0511026826
601840007000020057100571  19867240000006690198000029 NH24/86 000000575379.82171850.0011026826
601840001900000003700037  00000000000000210428000029 NN      000000574949.27171742.9711026826
601840002600000000800008  00000000000001820568000029 NN      000000575142.82171814.5611026826
601860049100050025800258  19971570000022730762210029 05035000000021576725.25169974.0911026826
601840117600010035000350  00000000000018360708000029 NN      000000576378.34170262.0111026826
601860062700040003600057  19927070000002270078000029 7/92    000000577986.57169273.1511026826
601860063000020007700077  00000000000003880668000029 NN      000000577902.47169304.1511026826
601860063100020021600216  19857140000009550668000029 NH14/85 000000577909.05169293.6011026826
601860063400020004500045  19980840000000810662210029 06004000000230577915.45169332.4311026826
601860028200000001700031  00000000000089770388000029 NN      000000577464.87168443.8611026826
6020601034000100248000000020161050000045690408000029 06137000000000574121.41166521.9411026826
6018700264000470037000000020161380000005050528000029 PR-05710100000576103.86169655.6211026826
6019000568000100260000000020160650000011290228000029 06071000000000572899.32170325.1211026826
6020800746001070001000000020160990000000530398000029 06178000100000570894.28163218.1511026826
6020800746001170001000000020160990000005930408000029 06178000100000570907.16163210.6911026826
6020800746001370001000000020160990000005870408000029 06178000100000570921.26163226.4211026826
6020600207000000107000000020042290000009890468000029 PR-05502000000574192.93164811.4911026826
6019300952000100090000000020142380000000870432210029 06189000000254571159.96169411.0711026826
6020600294000000107000000020042290000012300498000029 PR-05503000000574936.40164242.3111026826
6018400053000070089000000020141740000000120528000029 PR-06496000000575565.15171679.4411026826
6018400135000400082000000020142930000008580638000029 06401000000000575829.82171863.3111026826
6020500471000670028000000020180940000001150572210029 PR-05409000006575297.93164729.2311026826
6020800541000470060000000020180940000002990078000029 PR-05641000000570113.53163165.0611026826
6019700060000100261000000020142120000109780388000029 06078000000000575792.50167073.3311026826
6018600183000700190000000020142460000006910668000029 06141000000000578053.37169085.6111026826
6020500599000300229000000020142590000002350488000029 PR-05345000000575166.73164243.4011026826
6018400905001070092000000020142660000001280618000029 PR-06505000000576200.23170791.7211026826
6018600340000000219000000020160810000001440468000029 PR-05480000000577424.64168876.6911026826
601840123500070005500925  20110970000033150628000029 06312000000000575956.09170735.7711026826
601840055500060048301010  20110400000001740528000029 PR-06277000000575541.69171440.7611026826
601970060500040002200134  20110490000003060528000029 06055000000000575764.60165922.0111026826
601880030600030058900589  20110410000000400638000029 06137000000000573831.22170322.5711026826
6018800614000070043000000020162090000005290688000029 PR-05568000000573305.00170577.8711026826
6018800865000570043000000020162090000039500598000029 PR-05568000000572522.27168627.5711026826
601940056800000006400064  19937170000025210568000029 00000000000000572676.12165970.5811026826
601970004600070006600305  20103270000000840672200029 06058000000255576129.87167362.0911026826
601970004600070006600305  20103270000002230678000029 06058000000000576125.60167362.9811026826
601950011600080008300083  19993500000001410192210029 06020000000185574086.08168343.8911026826
601950011600080008300083  19993500000004710192210029 06020000000186574080.30168315.9911026826
601950011700050008300083  19993500000021470488000029 06020000000000573968.81168438.2311026826
601880068000060019000190  20110880000000920582200029 06138000000033573093.15169821.7311026826
601880068000070019000190  20110880000013120598000029 06138000000000573085.02169786.1711026826
601840052100040005500154  20053640000000650528000029 06186000000000575159.76171662.8111026826
601970049800030001100012  20053640000000170568000029 06035000100000575892.73166720.9811026826
601970049900030001100012  20053640000002670668000029 06035000100000575852.10166770.8411026826
601890022700010037800389  20053640000012410488000029 06061000100000574087.80171082.0111026826
6018401064000000200000000020162500000003800608000029 06445000100000575929.58170411.5911026826
6018400935001900691000000020161960000000050708000029 PR-06596100000576067.55170394.9611026826
6018400935002000691000000020161960000020790708000029 PR-06596100000576069.04170369.6011026826
602060126500000013800138  19993630000135810408000029 06028000000000573608.86164805.7711026826
601840051800010005500498  20053640000007630528000029 06186000000000575122.72171663.6611026826
601900052100070004000040  19993370000000660558000029 06006000000000572953.76170752.4011026826
6018700075001900145000000020162890000001310552200029 06237000100156576070.77169858.1311026826
6020900010000870013000000020200410000014220388000029 PR-05197100000572480.00161942.3411026826
6021100147001600294000000020193510000000750498000029 PR-05383000000574330.49161564.7211026826
601950054800020005100051  19991950000003320528000029 06019000000000574460.06168150.5711026826
6020500806000070039000000020193530000001440178000029 PR-05433000000575110.35163619.7511026826
6020500808000070039000000020193530000009660568000029 PR-05433000000575074.41163627.9911026826
602080063500030028200282  20000180000060290328000029 06016000000000570484.32162762.1211026826
6018400175000600055000000020200560000007490638000029 06540000000000576324.30171550.6711026826
601950007000010028900289  20103510000036060488000029 PR-05233100000573405.98167771.7111026826
601950007000030029000290  20103510000002150488000029 PR-05233100000573368.27167837.5711026826
601950007000060029100291  20103510000022520488000029 PR-05233000000573432.39167815.2811026826
601900053900080010900109  19990470000000920612210029 PR-05050000221573206.34171056.5211026826
601840056300030079300793  19991830000000300608000029 PR-05336000000575577.15171476.7611026826
6019500567000000016000000020192770000061980468000029 PR-05343000000574704.46168347.0811026826
6020800103000370067000000020192810000000860568000029 PR-05677100000569573.16164772.4311026826
602060050800010051900519  20110800000009150198000029 PR-05422000000574664.36164813.4111026826
601840006500040056700567  20060400000001050202210029 06191000000142575389.81171795.0311026826
601840093100020069300720  20110070000003970638000029 06305000100000576189.58170553.8611026826
602070043100000004100041  20000740000004660428000029 06008000000000571416.28165338.7311026826
602070043100000004100041  20000740000032120428000029 06008000000000571416.28165338.7311026826
601890017800020000200002  20060450000015140468000029 06062000000000573766.06170940.7311026826
601930097400000064300643  19992510000006750468000029 PR-05192000000571558.39168813.8211026826
602080029200060012300123  20110610000011250468000029 06129000000000569778.99164462.0011026826
602080100600000017400636  20110320000003900468000029 PR-05440000000571028.60165166.6311026826
6020700530000300082000000020200510000000020728000029 06070000000000571019.28166063.9511026826
6020700732000700228000000020200510000000170728000029 06070000000000570989.04166019.6211026826
601930034000030002500025  20060240000018580468000029 06090000100000568678.87167341.2111026826
601930034000040002500025  20060240000000840488000029 06090000100000568626.54167308.5211026826
601920001600000004300043  19992520000023250398000029 06005000000000569068.27169559.7011026826
601860037800090011000110  19992560000003970668000029 06025000000000577822.87169348.5211026826
601840057900020088500885  20053330000003180602210029 PR-05903100704575621.42171476.6011026826
601900047100020000800025  20001080000001980572210029 PR-05058000185572561.66170455.0811026826
602070039800000004000042  20053200000025640438000029 PR-05102000000571393.39165512.6011026826
601930043200000000400004  19992390000010590518000029 06036000000000569058.72167536.0611026826
601960022300000000300003  19960430000021940498000029 PR-05054000000575182.62167292.1511026826
601960022400000000300003  19960430000042150598000029 PR-05054000000575201.77167336.8711026826
601960003700000000200002  19992310000023950668000029 PR-05049000000576103.95167991.2311026826
602050034300020022900359  20111020000000190578000029 PR-05285100000575732.73164571.2611026826
602070084100000019600196  20000520000014920078000029 06006000000000572710.24164959.6211026826
601880079700040014600544  20060240000002960578000029 PR-05295100000573276.53169672.7511026826
601860051000090001900019  19991820000001000078000029 PR-05073000000576716.41170346.7411026826
601840118900040052500525  20060340000000130638000029 06194000100000576398.44170355.6111026826
602070034800000003500035  20001250000015050598000029 06009000000000571658.58165877.9011026826
602070034900000003500035  20001250000020890408000029 06009000000000571622.27165885.7511026826
601930105100000040900409  20001010000000340492210029 06040000000500571952.82168493.9411026826
601930105100000040900409  20001010000011770498000029 06040000000000571952.82168493.9611026826
601930105100000040900409  20001010000117790498000029 06040000000000571952.82168493.9611026826
601870030800180054300543  20001020000000560508000029 PR-05124000000575872.50169612.6111026826
601870030800200054300543  20001020000001730508000029 PR-05124000000575894.02169605.0611026826
601930039200000014100523  20001320000002220578000029 06043000000000568891.38167397.7811026826
6018400338000000450000000020191980000001820672200029 06521000000519575764.31171646.9511026826
6019500307000200284000000020191970000000820522200029 06108000100276573715.78167366.7911026826
601870079800060050700507  20001100000000210212210029 06039000000480574471.83169061.0811026826
601840011700050013200132  20111190000001930602210029 06313000100527575642.67171837.0911026826
602100041400000016700167  19991470000024460468000029 PR-05050000000574410.91163694.8811026826
602090032600270007100071  20000820000004860468000029 06007000000000572448.45162689.6611026826
602090032600330007100071  20000820000001890468000029 06007000000000572446.41162738.3811026826
602090013300050008800088  20000820000032840398000029 06010000000000573055.58161678.5111026826
602090013300090007100071  20000820000002170398000029 06007000000000573140.72161759.6211026826
602090024600140007100121  20000820000006290468000029 06007000000000571950.06162393.4711026826
602090024600150007100121  20000820000002190468000029 06007000000000571972.63162408.3711026826
601840070100000013800138  20001590000006010638000029 06074000000000575934.23170969.0511026826
601930179400030054400544  19937210000262940468000029 00000000000000569859.95168459.7011026826
601930180400000009200092  19927170000033500328000029 00000000000000569396.66168596.0611026826
601930190600000014400144  19927200000061730568000029 00000000000000568281.02168438.1711026826
601970059700110002200022  19993160000001640578000029 06014000000000575757.58166004.2011026826
601890013200030022400371  19981770000068500498000029 PR-05100000000573214.46171449.5911026826
602060051700020035500355  19993060000000500592210029 06025000000398574622.73164997.1611026826
602060051700020035500355  19993060000010010598000029 06025000000000574601.05164993.3711026826
601920006600000003600036  19993050000024270278000029 06007000000000570153.02169515.6411026826
601920006700000003600036  19993050000022420278000029 06007000000000570113.08169512.7611026826
6018400948002300837000000020193320000000790638000029 06534000100000576293.91170483.4611026826
602080078800000005900059  19992350000066970408000029 PR-05105000000571208.50163636.6511026826
602080129200020028700287  19992920000000260428000029 06012000000000571793.05163596.7211026826
601870101500000033300542  19992840000001250532210029 PR-05118000525576170.45168964.5611026826
602070018100030011300113  19993090000000990592210029 06003000000178571979.93164785.8211026826
601930044100020077000770  20110140000003590528000029 PR-05597100000569155.62167521.7711026826
601950028400020025000250  19991450000004240408000029 PR-05073000000573871.11166983.1511026826
602080049600040049800498  20060660000014520498000029 06071000000000569862.08163768.1311026826
601930140600020015300153  20060340000004390468000029 06091000000000571495.54167274.1211026826
6018600183000800003000000020200590000000510668000029 PR-05551000000578018.89169056.3911026826
601870032500090033500335  20111180000002990508000029 06170000000000575920.60169531.4011026826
601950025800000027700277  20060930000012130508000029 06041000100000573133.39167205.2911026826
602050024200000004300043  20060790000001940408000029 PR-05205000000575785.99163901.6611026826
602050024300050004300043  20060790000037870488000029 PR-05205000000575822.74163993.6611026826
601950025800000027700277  20060930000005280508000029 06041000100000573133.39167205.2911026826
601840023000150089200892  20053560000003120638000029 PR-05925100000576095.61171544.8711026826
601950017500010000400004  20110730000006760598000029 06064000000218574322.24167963.0811026826
601950058700010003300281  20110730000030650228000029 06064000000000574379.89167978.1011026826
601840081600030056200562  20110800000071320588000029 06311000000000576372.87170890.1211026826
601840081600070056200943  20110800000007630598000029 06311000000000576446.58170944.4011026826
6019301138001100001000000020201050000002380522200029 06274000000514572292.50167906.7911026826
6019301138001100001000000020201050000003770522200029 06274000000497572261.78167896.4111026826
6020801205001500446000000020201050000000250428000029 06226000100000571819.23163699.1211026826
6018800580000200513000000020183580000000780202210029 06215000000124573560.77169878.6611026826
6019000718000000049000000020193370000017650388000029 PR-05323000000571757.16170381.0511026826
6018400969001670121000000020192680000000130638000029 06525000100000576005.51170548.4911026826
6018400969001570121000000020192680000000130638000029 06525000100000576002.83170549.1611026826
602080054700050029770003  20112520000000090228000029 PR-05454100000570292.50163155.9311026826
602080061000070029770003  20112520000000390528000029 PR-05454100000570271.44163214.2611026826
602060130500000048100481  20042320000044400078000029 PR-05250000000573944.95164617.4511026826
6020801296001000297000000020191260000001400468000029 06217000000000570370.78162764.9011026826
602060138400000048100481  20042320000026010078000029 PR-05250000000573277.26165353.2211026826
6020801290000000297000000020191510000125550228000029 06223000000000570725.18163638.3011026826
6018700643000500075000000020192220000009440732200029 06284000000325574817.76169023.8411026826
6018700643000500075000000020192220000000310732200029 06284000000662574802.59169009.0611026826
601870097400000059800598  20042460000027140078000029 PR-05297000000575855.03169028.8911026826
6018800979000500146000000020191280000000010498000029 PR-05638000000572961.71168985.5411026826
6019200376000470014000000020191430000008900398000029 PR-05258000000571822.25169317.3111026826
602100033600000018100181  20042530000027300078000029 PR-05085000000573625.87164394.2111026826
602100041500000018100181  20042530000063860198000029 PR-05085000000574528.03163690.7711026826
6018401137002970052000000020193020000006380698000029 06530000100000575776.56170138.7311026826
6021100376000900140000000020192970000036720518000029 06071000000000574595.15161213.8111026826
6021100026000500294000000020192970000000220588000029 06071000000000575177.11161974.7811026826
6019301373000070054000000020193080000009920498000029 PR-05838000000570948.41168046.9011026826
6018700075001870060000000020200240000000070558000029 PR-05830100000576028.39169834.4111026826
6018900285000300195000000020200130000003810498000029 PR-05468100000574741.34171083.5411026826
602030024600000012400124  20042650000004500328000029 PR-05119000000576568.67164379.8311026826
602060080300010038400384  20042430000003980578000029 06046000000000574659.46166109.6611026826
602060080300010038400384  20042430000000550572210029 06046000000249574658.37166112.7111026826
601920018700000022900229  20042370000006830458000029 06033000000000571430.90170027.9811026826
601880105400020008200082  20042430000010140468000029 06069000000000573009.07168490.9511026826
6019700368000900289000000020192390000000140622200029 06113000000254576526.12166904.7111026826
6019700368001300289000000020192390000000300622200029 06113000000268576529.97166917.7211026826
6019500569000100016000000020192570000062390528000029 06109000000000574581.76168362.0511026826
6019500569000200016000000020192570000012130528000029 06109000000000574554.60168289.0411026826
601930046000040070300703  20042060000005500468000029 PR-05356100000569190.42167688.9511026826
601930046000040070300703  20042060000000500462210029 PR-05356100193569186.11167678.1511026826
