FID;ENOTA;HS_MID;HS;HD;LABELA;UL_MID;NA_MID;OB_MID;PT_MID;PO_MID;D_OD;DV_OD;STATUS;Y_C;X_C;IDAGLO_KAN;IMEAGLO_KA;IDAGLO_VOD;IMEAGLO_VO
1415;HS;11587054;18; ;18;16184721;10092752;11026826;21429392;10253110;1995-01-01 0:00:00;1995-01-01 0:00:00;V;576142;170203;3064;Gornja Radgona;3064;Črešnjevci
1416;HS;11587062;20; ;20;16184721;10092752;11026826;21429392;10253110;1995-01-01 0:00:00;1995-01-01 0:00:00;V;576082;170310;3064;Gornja Radgona;0; 
1417;HS;11591612;4; ;4;16184977;10092752;11026826;21429392;10253284;1995-01-01 0:00:00;1995-01-01 0:00:00;V;576220;171183;3064;Gornja Radgona;3064;Črešnjevci
1418;HS;11591639;5; ;5;16184977;10092752;11026826;21429392;10253225;1995-01-01 0:00:00;1995-01-01 0:00:00;V;576201;171207;3064;Gornja Radgona;3064;Črešnjevci
1419;HS;11591647;6; ;6;16184977;10092752;11026826;21429392;10253284;1995-01-01 0:00:00;1995-01-01 0:00:00;V;576235;171165;3064;Gornja Radgona;3064;Črešnjevci
1420;HS;11591655;7; ;7;16184977;10092752;11026826;21429392;10253225;1995-01-01 0:00:00;1995-01-01 0:00:00;V;576218;171218;3064;Gornja Radgona;3064;Črešnjevci
1421;HS;11591663;9; ;9;16184977;10092752;11026826;21429392;10253225;1995-01-01 0:00:00;1995-01-01 0:00:00;V;576257;171243;3064;Gornja Radgona;3064;Črešnjevci
1422;HS;11591671;10; ;10;16184977;10092752;11026826;21429392;10253284;1995-01-01 0:00:00;1995-01-01 0:00:00;V;576249;171144;3064;Gornja Radgona;3064;Črešnjevci
1423;HS;11591680;12; ;12;16184977;10092752;11026826;21429392;10253284;1995-01-01 0:00:00;1995-01-01 0:00:00;V;576236;171124;3064;Gornja Radgona;3064;Črešnjevci
1424;HS;11591698;14; ;14;16184977;10092752;11026826;21429392;10253284;1995-01-01 0:00:00;1995-01-01 0:00:00;V;576272;171162;3064;Gornja Radgona;3064;Črešnjevci
1425;HS;11591701;16; ;16;16184977;10092752;11026826;21429392;10253284;1995-01-01 0:00:00;1995-01-01 0:00:00;V;576257;171180;3064;Gornja Radgona;3064;Črešnjevci
1426;HS;11591710;18; ;18;16184977;10092752;11026826;21429392;10253284;1995-01-01 0:00:00;1995-01-01 0:00:00;V;576242;171200;3064;Gornja Radgona;3064;Črešnjevci
1427;HS;11619860;2; ;2;16276146;10093287;11026826;21429392;10253012;1995-01-01 0:00:00;1995-01-01 0:00:00;V;575120;169584;0; ;0; 
1428;HS;11619878;3; ;3;16276146;10093287;11026826;21429392;10253012;1995-01-01 0:00:00;1995-01-01 0:00:00;V;575096;169583;0; ;0; 
1429;HS;11619886;4; ;4;16276146;10093287;11026826;21429392;10253012;1995-01-01 0:00:00;1995-01-01 0:00:00;V;574909;169752;0; ;0; 
1430;HS;11619908;6; ;6;16276146;10093287;11026826;21429392;10253012;1995-01-01 0:00:00;1995-01-01 0:00:00;V;574719;169728;0; ;0; 
1431;HS;11619916;7; ;7;16276146;10093287;11026826;21429392;10253012;1995-01-01 0:00:00;1995-01-01 0:00:00;V;574713;169669;0; ;0; 
1432;HS;11619924;8; ;8;16276146;10093287;11026826;21429392;10253012;1995-01-01 0:00:00;1995-01-01 0:00:00;V;574988;169528;0; ;0; 
1433;HS;11619932;9; ;9;16276146;10093287;11026826;21429392;10253012;1995-01-01 0:00:00;1995-01-01 0:00:00;V;574780;169339;0; ;0; 
1434;HS;11619959;10; ;10;16276146;10093287;11026826;21429392;10253012;1995-01-01 0:00:00;1995-01-01 0:00:00;V;574768;169407;0; ;0; 
1435;HS;11619967;11; ;11;16276146;10093287;11026826;21429392;10253012;1995-01-01 0:00:00;1995-01-01 0:00:00;V;574686;169522;0; ;0; 
1436;HS;11619975;12; ;12;16276146;10093287;11026826;21429392;10253012;1995-01-01 0:00:00;1995-01-01 0:00:00;V;574617;169545;0; ;0; 
1437;HS;11619983;13; ;13;16276146;10093287;11026826;21429392;10253012;1995-01-01 0:00:00;1995-01-01 0:00:00;V;574573;169584;0; ;0; 
1438;HS;11619991;14; ;14;16276146;10093287;11026826;21429392;10253012;1995-01-01 0:00:00;1995-01-01 0:00:00;V;574571;169613;0; ;0; 
1439;HS;11620019;15; ;15;16276146;10093287;11026826;21429392;10253012;1995-01-01 0:00:00;1995-01-01 0:00:00;V;574572;169660;0; ;0; 
1440;HS;11620027;16; ;16;16276146;10093287;11026826;21429392;10253012;1995-01-01 0:00:00;1995-01-01 0:00:00;V;574455;169679;0; ;0; 
1441;HS;11620035;17; ;17;16276146;10093287;11026826;21429392;10253012;1995-01-01 0:00:00;1995-01-01 0:00:00;V;574463;169610;0; ;0; 
1442;HS;11620043;18; ;18;16276146;10093287;11026826;21429392;10253012;1995-01-01 0:00:00;1995-01-01 0:00:00;V;574459;169523;0; ;0; 
1443;HS;11620051;19; ;19;16276146;10093287;11026826;21429392;10253012;1995-01-01 0:00:00;1995-01-01 0:00:00;V;575141;170089;0; ;0; 
1444;HS;11620060;20; ;20;16276146;10093287;11026826;21429392;10253012;1995-01-01 0:00:00;1995-01-01 0:00:00;V;575160;169918;0; ;0; 
1445;HS;11620078;21; ;21;16276146;10093287;11026826;21429392;10253012;1995-01-01 0:00:00;1995-01-01 0:00:00;V;575054;170034;0; ;0; 
1446;HS;11620086;22; ;22;16276146;10093287;11026826;21429392;10253012;1995-01-01 0:00:00;1995-01-01 0:00:00;V;575000;170017;0; ;0; 
1447;HS;11620108;24; ;24;16276146;10093287;11026826;21429392;10253012;1995-01-01 0:00:00;1995-01-01 0:00:00;V;574663;170223;0; ;0; 
1448;HS;11620116;25; ;25;16276146;10093287;11026826;21429392;10253012;1995-01-01 0:00:00;1995-01-01 0:00:00;V;574684;169995;0; ;0; 
1449;HS;11620124;26; ;26;16276146;10093287;11026826;21429392;10253012;1995-01-01 0:00:00;1995-01-01 0:00:00;V;574626;170021;0; ;0; 
1450;HS;11620132;27; ;27;16276146;10093287;11026826;21429392;10253012;1995-01-01 0:00:00;1995-01-01 0:00:00;V;574612;170038;0; ;0; 
1451;HS;11620183;31; ;31;16276146;10093287;11026826;21429392;10253012;1995-01-01 0:00:00;1995-01-01 0:00:00;V;574347;170218;0; ;0; 
1452;HS;11620205;33; ;33;16276146;10093287;11026826;21429392;10253012;1995-01-01 0:00:00;1995-01-01 0:00:00;V;574581;169991;0; ;0; 
1453;HS;11620213;34; ;34;16276146;10093287;11026826;21429392;10253012;1995-01-01 0:00:00;1995-01-01 0:00:00;V;574615;169870;0; ;0; 
1454;HS;11620221;35; ;35;16276146;10093287;11026826;21429392;10253012;1995-01-01 0:00:00;1995-01-01 0:00:00;V;574408;169964;0; ;0; 
1455;HS;11620248;37; ;37;16276146;10093287;11026826;21429392;10253012;1995-01-01 0:00:00;1995-01-01 0:00:00;V;574299;169953;0; ;0; 
1456;HS;11620256;38; ;38;16276146;10093287;11026826;21429392;10253012;1995-01-01 0:00:00;1995-01-01 0:00:00;V;574246;169904;0; ;0; 
1457;HS;11620264;39; ;39;16276146;10093287;11026826;21429392;10253012;1995-01-01 0:00:00;1995-01-01 0:00:00;V;574276;169915;0; ;0; 
1458;HS;11584250;220; ;220;16275565;10092698;11026826;21429392;10252822;1995-01-01 0:00:00;1995-01-01 0:00:00;V;575595;169411;0; ;0; 
1459;HS;11591736;22; ;22;16184977;10092752;11026826;21429392;10253284;1995-01-01 0:00:00;1995-01-01 0:00:00;V;576306;171213;3064;Gornja Radgona;3064;Črešnjevci
1460;HS;11591744;24; ;24;16184977;10092752;11026826;21429392;10253284;1995-01-01 0:00:00;1995-01-01 0:00:00;V;576297;171241;3064;Gornja Radgona;3064;Črešnjevci
1461;HS;11594077;1; ;1;16275620;10092779;11026826;21432237;10255023;1995-01-01 0:00:00;1995-01-01 0:00:00;V;572798;163491;0; ;0; 
1462;HS;11594093;3; ;3;16275620;10092779;11026826;21432237;10255023;1995-01-01 0:00:00;1995-01-01 0:00:00;V;573047;163432;0; ;0; 
1463;HS;11594107;4; ;4;16275620;10092779;11026826;21432237;10255023;1995-01-01 0:00:00;1995-01-01 0:00:00;V;573092;163412;0; ;0; 
1464;HS;11594123;6; ;6;16275620;10092779;11026826;21432237;10255023;1995-01-01 0:00:00;1995-01-01 0:00:00;V;573273;163313;0; ;0; 
1465;HS;11594140;8; ;8;16275620;10092779;11026826;21432237;10255023;1995-01-01 0:00:00;1995-01-01 0:00:00;V;573458;163190;0; ;0; 
1466;HS;11594166;9; ;9;16275620;10092779;11026826;21432237;10255023;1995-01-01 0:00:00;1995-01-01 0:00:00;V;573588;163100;0; ;0; 
1467;HS;11594158;9;A;9A;16275620;10092779;11026826;21432237;10255023;1995-01-01 0:00:00;1995-01-01 0:00:00;V;573646;163122;0; ;0; 
1468;HS;11594174;10; ;10;16275620;10092779;11026826;21432237;10255023;1995-01-01 0:00:00;1995-01-01 0:00:00;V;573743;163107;0; ;0; 
1469;HS;11594239;14; ;14;16275620;10092779;11026826;21432237;10255023;1995-01-01 0:00:00;1995-01-01 0:00:00;V;574135;163581;0; ;0; 
1470;HS;11594247;15; ;15;16275620;10092779;11026826;21432237;10255023;1995-01-01 0:00:00;1995-01-01 0:00:00;V;574007;163715;0; ;0; 
1471;HS;11594263;17; ;17;16275620;10092779;11026826;21432237;10255023;1995-01-01 0:00:00;1995-01-01 0:00:00;V;574568;163426;0; ;0; 
1472;HS;11594271;18; ;18;16275620;10092779;11026826;21432237;10255023;1995-01-01 0:00:00;1995-01-01 0:00:00;V;574630;163199;0; ;0; 
1473;HS;11594280;19; ;19;16275620;10092779;11026826;21432237;10255023;1995-01-01 0:00:00;1995-01-01 0:00:00;V;574524;162887;0; ;0; 
1474;HS;11594310;22; ;22;16275620;10092779;11026826;21432237;10255023;1995-01-01 0:00:00;1995-01-01 0:00:00;V;574390;162620;0; ;0; 
1475;HS;11594328;23; ;23;16275620;10092779;11026826;21432237;10255023;1995-01-01 0:00:00;1995-01-01 0:00:00;V;574428;161721;0; ;0; 
1476;HS;11587992;5; ;5;16184799;10092752;11026826;21429392;10253128;1995-01-01 0:00:00;1995-01-01 0:00:00;V;575971;171360;3064;Gornja Radgona;3064;Črešnjevci
1477;HS;11587976;5;A;5A;16184799;10092752;11026826;21429392;10253128;1995-01-01 0:00:00;1995-01-01 0:00:00;V;575965;171370;3064;Gornja Radgona;3064;Črešnjevci
1478;HS;11588018;7; ;7;16184799;10092752;11026826;21429392;10253128;1995-01-01 0:00:00;1995-01-01 0:00:00;V;575949;171400;3064;Gornja Radgona;3064;Črešnjevci
1479;HS;11588034;9; ;9;16184799;10092752;11026826;21429392;10253128;1995-01-01 0:00:00;1995-01-01 0:00:00;V;575936;171425;3064;Gornja Radgona;3064;Črešnjevci
1480;HS;11588069;11; ;11;16184799;10092752;11026826;21429392;10253128;1995-01-01 0:00:00;1995-01-01 0:00:00;V;575920;171450;3064;Gornja Radgona;3064;Črešnjevci
1481;HS;11588107;15; ;15;16184799;10092752;11026826;21429392;10253128;1995-01-01 0:00:00;1995-01-01 0:00:00;V;575879;171482;3064;Gornja Radgona;0; 
1482;HS;11588123;17; ;17;16184799;10092752;11026826;21429392;10253128;1995-01-01 0:00:00;1995-01-01 0:00:00;V;575865;171492;3064;Gornja Radgona;0; 
1483;HS;11584268;221; ;221;16275565;10092698;11026826;21429392;10252822;1995-01-01 0:00:00;1995-01-01 0:00:00;V;575557;169387;0; ;0; 
1484;HS;11584306;224; ;224;16275565;10092698;11026826;21429392;10252822;1995-01-01 0:00:00;1995-01-01 0:00:00;V;575422;169217;0; ;0; 
1485;HS;11584322;226; ;226;16275565;10092698;11026826;21429392;10252822;1995-01-01 0:00:00;1995-01-01 0:00:00;V;575672;169344;0; ;0; 
1486;HS;11584390;232; ;232;16275565;10092698;11026826;21429392;10252822;1995-01-01 0:00:00;1995-01-01 0:00:00;V;575882;169168;0; ;0; 
1487;HS;11584403;233; ;233;16275565;10092698;11026826;21429392;10252822;1995-01-01 0:00:00;1995-01-01 0:00:00;V;575865;169274;0; ;0; 
1488;HS;11584411;234; ;234;16275565;10092698;11026826;21429392;10252822;1995-01-01 0:00:00;1995-01-01 0:00:00;V;575936;169347;0; ;0; 
1489;HS;11584420;235; ;235;16275565;10092698;11026826;21429392;10252822;1995-01-01 0:00:00;1995-01-01 0:00:00;V;575824;169328;0; ;0; 
1490;HS;11584438;236; ;236;16275565;10092698;11026826;21429392;10252822;1995-01-01 0:00:00;1995-01-01 0:00:00;V;575747;169523;0; ;3064;Črešnjevci
1491;HS;11588158;2; ;2;16184802;10092752;11026826;21429392;10253284;1995-01-01 0:00:00;1995-01-01 0:00:00;V;576350;171270;3064;Gornja Radgona;3064;Črešnjevci
1492;HS;11588166;3; ;3;16184802;10092752;11026826;21429392;10253225;1995-01-01 0:00:00;1995-01-01 0:00:00;V;576277;171261;3064;Gornja Radgona;3064;Črešnjevci
1493;HS;11588182;5; ;5;16184802;10092752;11026826;21429392;10253225;1995-01-01 0:00:00;1995-01-01 0:00:00;V;576255;171273;3064;Gornja Radgona;3064;Črešnjevci
1494;HS;11588212;7; ;7;16184802;10092752;11026826;21429392;10253225;1995-01-01 0:00:00;1995-01-01 0:00:00;V;576222;171245;3064;Gornja Radgona;3064;Črešnjevci
1495;HS;11588247;8; ;8;16184802;10092752;11026826;21429392;10253284;1995-01-01 0:00:00;1995-01-01 0:00:00;V;576239;171327;3064;Gornja Radgona;3064;Črešnjevci
1496;HS;11588239;8;A;8A;16184802;10092752;11026826;21429392;10253284;1995-01-01 0:00:00;1995-01-01 0:00:00;V;576258;171357;3064;Gornja Radgona;3064;Črešnjevci
1497;HS;11588255;9; ;9;16184802;10092752;11026826;21429392;10253225;1995-01-01 0:00:00;1995-01-01 0:00:00;V;576208;171247;3064;Gornja Radgona;3064;Črešnjevci
1498;HS;11588263;10;A;10A;16184802;10092752;11026826;21429392;10253284;1995-01-01 0:00:00;1995-01-01 0:00:00;V;576214;171357;3064;Gornja Radgona;3064;Črešnjevci
1499;HS;11588280;11; ;11;16184802;10092752;11026826;21429392;10253225;1995-01-01 0:00:00;1995-01-01 0:00:00;V;576230;171271;3064;Gornja Radgona;3064;Črešnjevci
1500;HS;11598757;2; ;2;16275735;10092868;11026826;21432237;10252776;1995-01-01 0:00:00;1995-01-01 0:00:00;V;574572;164641;0; ;0; 
1501;HS;11598765;3; ;3;16275735;10092868;11026826;21432237;10252776;1995-01-01 0:00:00;1995-01-01 0:00:00;V;574509;164643;0; ;0; 
1502;HS;11598773;4; ;4;16275735;10092868;11026826;21432237;10252776;1995-01-01 0:00:00;1995-01-01 0:00:00;V;574445;164648;0; ;0; 
1503;HS;11598781;5; ;5;16275735;10092868;11026826;21432237;10252776;1995-01-01 0:00:00;1995-01-01 0:00:00;V;574582;164788;0; ;0; 
1504;HS;11598790;6; ;6;16275735;10092868;11026826;21432237;10252776;1995-01-01 0:00:00;1995-01-01 0:00:00;V;574540;164807;0; ;0; 
1505;HS;11598803;7; ;7;16275735;10092868;11026826;21432237;10252776;1995-01-01 0:00:00;1995-01-01 0:00:00;V;574508;164776;0; ;0; 
1506;HS;11598820;11; ;11;16275735;10092868;11026826;21432237;10252776;1995-01-01 0:00:00;1995-01-01 0:00:00;V;574342;164928;0; ;0; 
1507;HS;11598838;12; ;12;16275735;10092868;11026826;21432237;10252776;1995-01-01 0:00:00;1995-01-01 0:00:00;V;574184;164800;0; ;0; 
1508;HS;11598846;13; ;13;16275735;10092868;11026826;21432237;10252776;1995-01-01 0:00:00;1995-01-01 0:00:00;V;574214;164914;0; ;0; 
1509;HS;11598889;16; ;16;16275735;10092868;11026826;21432237;10252776;1995-01-01 0:00:00;1995-01-01 0:00:00;V;574275;164946;0; ;0; 
1510;HS;11598935;20; ;20;16275735;10092868;11026826;21432237;10252776;1995-01-01 0:00:00;1995-01-01 0:00:00;V;574425;164959;0; ;0; 
1511;HS;11598943;21; ;21;16275735;10092868;11026826;21432237;10252776;1995-01-01 0:00:00;1995-01-01 0:00:00;V;574414;165085;0; ;0; 
1512;HS;11598960;23; ;23;16275735;10092868;11026826;21432237;10252776;1995-01-01 0:00:00;1995-01-01 0:00:00;V;574323;165114;0; ;0; 
1513;HS;11598978;24; ;24;16275735;10092868;11026826;21432237;10252776;1995-01-01 0:00:00;1995-01-01 0:00:00;V;574321;165159;0; ;0; 
1514;HS;11598994;25; ;25;16275735;10092868;11026826;21432237;10252776;1995-01-01 0:00:00;1995-01-01 0:00:00;V;574352;165238;0; ;0; 
1515;HS;11599001;28; ;28;16275735;10092868;11026826;21432237;10252776;1995-01-01 0:00:00;1995-01-01 0:00:00;V;574223;165218;0; ;0; 
1516;HS;11590918;24; ;24;16184918;10092752;11026826;21429392;10253250;1995-01-01 0:00:00;1995-01-01 0:00:00;V;575852;170955;3064;Gornja Radgona;3064;Črešnjevci
1517;HS;11590926;25; ;25;16184918;10092752;11026826;21429392;10253250;1995-01-01 0:00:00;1995-01-01 0:00:00;V;575885;170994;3064;Gornja Radgona;3064;Črešnjevci
1518;HS;11590934;26; ;26;16184918;10092752;11026826;21429392;10253250;1995-01-01 0:00:00;1995-01-01 0:00:00;V;575864;170972;3064;Gornja Radgona;3064;Črešnjevci
1519;HS;11590942;27; ;27;16184918;10092752;11026826;21429392;10253250;1995-01-01 0:00:00;1995-01-01 0:00:00;V;575894;170968;3064;Gornja Radgona;3064;Črešnjevci
1520;HS;11590977;2; ;2;16184926;10092752;11026826;21429392;10252750;1995-01-01 0:00:00;1995-01-01 0:00:00;V;576415;171180;3064;Gornja Radgona;3064;Črešnjevci
1521;HS;11590985;3; ;3;16184926;10092752;11026826;21429392;10252750;1995-01-01 0:00:00;1995-01-01 0:00:00;V;576436;171250;3064;Gornja Radgona;3064;Črešnjevci
1522;HS;11590993;4; ;4;16184926;10092752;11026826;21429392;10252750;1995-01-01 0:00:00;1995-01-01 0:00:00;V;576445;171123;3064;Gornja Radgona;3064;Črešnjevci
1523;HS;11591035;7; ;7;16184926;10092752;11026826;21429392;10252750;1995-01-01 0:00:00;1995-01-01 0:00:00;V;576462;171197;3064;Gornja Radgona;3064;Črešnjevci
1524;HS;11591043;8; ;8;16184926;10092752;11026826;21429392;10252750;1995-01-01 0:00:00;1995-01-01 0:00:00;V;576466;171081;3064;Gornja Radgona;3064;Črešnjevci
1525;HS;11591051;9; ;9;16184926;10092752;11026826;21429392;10252750;1995-01-01 0:00:00;1995-01-01 0:00:00;V;576444;171226;3064;Gornja Radgona;3064;Črešnjevci
1526;HS;11591078;13; ;13;16184926;10092752;11026826;21429392;10252750;1995-01-01 0:00:00;1995-01-01 0:00:00;V;576498;171211;3064;Gornja Radgona;3064;Črešnjevci
1527;HS;11591086;15; ;15;16184926;10092752;11026826;21429392;10252750;1995-01-01 0:00:00;1995-01-01 0:00:00;V;576508;171233;3064;Gornja Radgona;3064;Črešnjevci
1528;HS;11591094;17; ;17;16184926;10092752;11026826;21429392;10252750;1995-01-01 0:00:00;1995-01-01 0:00:00;V;576522;171265;3064;Gornja Radgona;3064;Črešnjevci
1529;HS;11591108;19; ;19;16184926;10092752;11026826;21429392;10252750;1995-01-01 0:00:00;1995-01-01 0:00:00;V;576572;171225;3064;Gornja Radgona;3064;Črešnjevci
1530;HS;11591116;21; ;21;16184926;10092752;11026826;21429392;10252750;1995-01-01 0:00:00;1995-01-01 0:00:00;V;576519;171167;3064;Gornja Radgona;0; 
1531;HS;11591124;23; ;23;16184926;10092752;11026826;21429392;10252750;1995-01-01 0:00:00;1995-01-01 0:00:00;V;576581;171089;3064;Gornja Radgona;3064;Črešnjevci
1532;HS;11591132;1; ;1;16184934;10092752;11026826;21429392;10253217;1995-01-01 0:00:00;1995-01-01 0:00:00;V;576153;170868;3064;Gornja Radgona;3064;Črešnjevci
1533;HS;11591159;2; ;2;16184934;10092752;11026826;21429392;10253217;1995-01-01 0:00:00;1995-01-01 0:00:00;V;576164;170878;3064;Gornja Radgona;3064;Črešnjevci
1534;HS;11591167;3; ;3;16184934;10092752;11026826;21429392;10253217;1995-01-01 0:00:00;1995-01-01 0:00:00;V;576172;170845;3064;Gornja Radgona;3064;Črešnjevci
1535;HS;11591175;4; ;4;16184934;10092752;11026826;21429392;10253217;1995-01-01 0:00:00;1995-01-01 0:00:00;V;576182;170851;3064;Gornja Radgona;3064;Črešnjevci
1536;HS;11591183;5; ;5;16184934;10092752;11026826;21429392;10253217;1995-01-01 0:00:00;1995-01-01 0:00:00;V;576197;170864;3064;Gornja Radgona;3064;Črešnjevci
1537;HS;11591205;7; ;7;16184934;10092752;11026826;21429392;10253217;1995-01-01 0:00:00;1995-01-01 0:00:00;V;576203;170901;3064;Gornja Radgona;3064;Črešnjevci
1538;HS;11591213;8; ;8;16184934;10092752;11026826;21429392;10253217;1995-01-01 0:00:00;1995-01-01 0:00:00;V;576209;170907;3064;Gornja Radgona;3064;Črešnjevci
1539;HS;11591221;9; ;9;16184934;10092752;11026826;21429392;10253217;1995-01-01 0:00:00;1995-01-01 0:00:00;V;576221;170888;3064;Gornja Radgona;3064;Črešnjevci
1540;HS;11591230;10; ;10;16184934;10092752;11026826;21429392;10253217;1995-01-01 0:00:00;1995-01-01 0:00:00;V;576235;170928;3064;Gornja Radgona;3064;Črešnjevci
1541;HS;11591248;11; ;11;16184934;10092752;11026826;21429392;10253217;1995-01-01 0:00:00;1995-01-01 0:00:00;V;576222;170945;3064;Gornja Radgona;3064;Črešnjevci
1542;HS;11591256;12; ;12;16184934;10092752;11026826;21429392;10253217;1995-01-01 0:00:00;1995-01-01 0:00:00;V;576193;170965;3064;Gornja Radgona;0; 
1543;HS;11593585;2; ;2;16185248;10092752;11026826;21429392;10257204;1995-01-01 0:00:00;1995-01-01 0:00:00;V;576538;170185;3064;Gornja Radgona;3064;Črešnjevci
1544;HS;11593593;3; ;3;16185248;10092752;11026826;21429392;10257212;1995-01-01 0:00:00;1995-01-01 0:00:00;V;576564;170239;3064;Gornja Radgona;3064;Črešnjevci
1545;HS;11593607;4; ;4;16185248;10092752;11026826;21429392;10257204;1995-01-01 0:00:00;1995-01-01 0:00:00;V;576546;170174;3064;Gornja Radgona;3064;Črešnjevci
1546;HS;11593623;6; ;6;16185248;10092752;11026826;21429392;10257204;1995-01-01 0:00:00;1995-01-01 0:00:00;V;576578;170213;3064;Gornja Radgona;3064;Črešnjevci
1547;HS;11599036;30; ;30;16275735;10092868;11026826;21432237;10252776;1995-01-01 0:00:00;1995-01-01 0:00:00;V;574159;165272;0; ;0; 
1548;HS;11599079;31; ;31;16275735;10092868;11026826;21432237;10252776;1995-01-01 0:00:00;1995-01-01 0:00:00;V;573970;165206;0; ;0; 
1549;HS;11599044;31;A;31A;16275735;10092868;11026826;21432237;10252776;1995-01-01 0:00:00;1995-01-01 0:00:00;V;573951;165184;0; ;0; 
1550;HS;11599052;31;B;31B;16275735;10092868;11026826;21432237;10252776;1995-01-01 0:00:00;1995-01-01 0:00:00;V;573929;165147;0; ;0; 
1551;HS;11599141;37; ;37;16275735;10092868;11026826;21432237;10252776;1995-01-01 0:00:00;1995-01-01 0:00:00;V;574289;165458;0; ;0; 
1552;HS;11599214;42; ;42;16275735;10092868;11026826;21432237;10252911;1995-01-01 0:00:00;1995-01-01 0:00:00;V;574620;165451;0; ;0; 
1553;HS;11612563;57; ;57;16276006;10093147;11026826;21432237;10255074;1995-01-01 0:00:00;1995-01-01 0:00:00;V;571178;162566;0; ;0; 
1554;HS;11612580;59; ;59;16276006;10093147;11026826;21432237;10255074;1995-01-01 0:00:00;1995-01-01 0:00:00;V;571342;162499;0; ;0; 
1555;HS;11612598;60; ;60;16276006;10093147;11026826;21432237;10255074;1995-01-01 0:00:00;1995-01-01 0:00:00;V;571059;162574;0; ;0; 
1556;HS;11612601;61; ;61;16276006;10093147;11026826;21432237;10255074;1995-01-01 0:00:00;1995-01-01 0:00:00;V;571146;162439;0; ;0; 
1557;HS;11612628;63; ;63;16276006;10093147;11026826;21432237;10255074;1995-01-01 0:00:00;1995-01-01 0:00:00;V;570956;162234;0; ;0; 
1558;HS;11612636;64; ;64;16276006;10093147;11026826;21432237;10255074;1995-01-01 0:00:00;1995-01-01 0:00:00;V;570936;162220;0; ;0; 
1559;HS;11612652;66; ;66;16276006;10093147;11026826;21432237;10255074;1995-01-01 0:00:00;1995-01-01 0:00:00;V;570907;162205;0; ;0; 
1560;HS;11612679;67; ;67;16276006;10093147;11026826;21432237;10255074;1995-01-01 0:00:00;1995-01-01 0:00:00;V;570878;162005;0; ;0; 
1561;HS;11612687;68; ;68;16276006;10093147;11026826;21432237;10255074;1995-01-01 0:00:00;1995-01-01 0:00:00;V;570744;162265;0; ;0; 
1562;HS;11612695;69; ;69;16276006;10093147;11026826;21432237;10255074;1995-01-01 0:00:00;1995-01-01 0:00:00;V;570771;162499;0; ;0; 
1563;HS;11612709;70; ;70;16276006;10093147;11026826;21432237;10255074;1995-01-01 0:00:00;1995-01-01 0:00:00;V;570681;162331;0; ;0; 
1564;HS;11612717;71; ;71;16276006;10093147;11026826;21432237;10255074;1995-01-01 0:00:00;1995-01-01 0:00:00;V;570644;162386;0; ;0; 
1565;HS;11612725;72; ;72;16276006;10093147;11026826;21432237;10255074;1995-01-01 0:00:00;1995-01-01 0:00:00;V;570503;162646;0; ;0; 
1566;HS;11612741;74; ;74;16276006;10093147;11026826;21432237;10255074;1995-01-01 0:00:00;1995-01-01 0:00:00;V;570534;162654;0; ;0; 
1567;HS;11612768;76; ;76;16276006;10093147;11026826;21432237;10255074;1995-01-01 0:00:00;1995-01-01 0:00:00;V;570652;162718;0; ;0; 
1568;HS;11612776;77; ;77;16276006;10093147;11026826;21432237;10255201;1995-01-01 0:00:00;1995-01-01 0:00:00;V;571725;163461;0; ;0; 
1569;HS;11612784;78; ;78;16276006;10093147;11026826;21432237;10255210;1995-01-01 0:00:00;1995-01-01 0:00:00;V;571067;163258;0; ;0; 
1570;HS;11612792;79; ;79;16276006;10093147;11026826;21432237;10255210;1995-01-01 0:00:00;1995-01-01 0:00:00;V;571005;163228;0; ;0; 
1571;HS;11612814;81; ;81;16276006;10093147;11026826;21432237;10255074;1995-01-01 0:00:00;1995-01-01 0:00:00;V;571051;163076;0; ;0; 
1572;HS;11593631;8; ;8;16185248;10092752;11026826;21429392;10257204;1995-01-01 0:00:00;1995-01-01 0:00:00;V;576606;170232;3064;Gornja Radgona;3064;Črešnjevci
1573;HS;11593640;1; ;1;16185256;10092752;11026826;21429392;10253101;1995-01-01 0:00:00;1995-01-01 0:00:00;V;576241;169805;3064;Gornja Radgona;3064;Črešnjevci
1574;HS;11593658;2; ;2;16185256;10092752;11026826;21429392;10253101;1995-01-01 0:00:00;1995-01-01 0:00:00;V;576218;169828;3064;Gornja Radgona;3064;Črešnjevci
1575;HS;11591957;2; ;2;16184993;10092752;11026826;21429392;10253055;1995-01-01 0:00:00;1995-01-01 0:00:00;V;576480;170557;3064;Gornja Radgona;3064;Črešnjevci
1576;HS;11591965;4; ;4;16184993;10092752;11026826;21429392;10253055;1995-01-01 0:00:00;1995-01-01 0:00:00;V;576601;170426;3064;Gornja Radgona;0; 
1577;HS;11587089;1; ;1;16184730;10092752;11026826;21429392;10253284;1995-01-01 0:00:00;1995-01-01 0:00:00;V;576265;171049;3064;Gornja Radgona;3064;Črešnjevci
1578;HS;11587097;2; ;2;16184730;10092752;11026826;21429392;10253284;1995-01-01 0:00:00;1995-01-01 0:00:00;V;576289;171035;3064;Gornja Radgona;3064;Črešnjevci
