HSMID	ULICA	LABELA	NASLOV	STALNO	ZACASNO	VODA	KAN.	SMETI	GREZNICA	CADIS
19136493	Črešnjevci	150A	Črešnjevci 150A	0	0	1	1	0	1	1
11629229	Radvenci	23	Radvenci 23	1	0	3	0	1	1	1
19127877	Črešnjevci	215A	Črešnjevci 215A	3	0	1	0	1	1	1
19128245	Lastomerci	10A	Lastomerci 10A	2	0	1	0	1	1	1
19128253	Zbigovci	44A	Zbigovci 44A	2	0	1	0	1	1	1
19120139	Lomanoše	45B	Lomanoše 45B	2	0	1	0	1	1	1
19120147	Spodnja Ščavnica	76A	Spodnja Ščavnica 76A	3	0	3	0	1	1	1
19135900	Orehovski Vrh	40A	Orehovski Vrh 40A	0	0	0	0	0	0	0
11583601	Črešnjevci	160	Črešnjevci 160	1	1	1	1	0	1	1
19129845	Norički Vrh	50A	Norički Vrh 50A	4	0	1	1	0	1	1
19130592	Očeslavci	42B	Očeslavci 42B	1	0	1	0	1	1	1
19130746	Lokavci	1A	Lokavci 1A	4	0	3	0	1	0	1
19130622	Trate	40	Trate 40	23	71	1	1	0	1	1
19129446	Ljutomerska cesta	38	Ljutomerska cesta 38	0	0	1	0	0	0	1
19129497	Kunova	17C	Kunova 17C	4	0	3	0	1	1	1
11629237	Radvenci	24	Radvenci 24	8	0	0	0	1	1	1
19130436	Spodnja Ščavnica	59A	Spodnja Ščavnica 59A	1	0	1	0	1	1	1
11604064	Kunova	2	Kunova 2	5	0	3	0	1	1	1
11613144	Negova	111	Negova 111	3	0	3	0	1	1	1
11604145	Kunova	8	Kunova 8	6	0	3	0	1	1	1
11614337	Očeslavci	21	Očeslavci 21	5	0	1	0	0	1	1
11643523	Zbigovci	14	Zbigovci 14	5	0	1	0	1	1	1
19135934	Črešnjevci	43A	Črešnjevci 43A	0	0	0	0	0	0	0
11635202	Spodnja Ščavnica	35	Spodnja Ščavnica 35	3	0	3	0	1	1	1
11615902	Orehovci	6B	Orehovci 6B	3	0	1	0	1	1	1
11588697	Mele	3	Mele 3	0	0	0	0	0	0	0
11629296	Radvenci	31	Radvenci 31	6	0	3	0	1	1	1
11636594	Spodnji Ivanjci	16A	Spodnji Ivanjci 16A	5	0	1	0	1	1	1
11592112	Gasilska cesta	2	Gasilska cesta 2	2	0	1	1	0	1	1
11592139	Gasilska cesta	3	Gasilska cesta 3	1	1	1	1	0	1	1
11592155	Gasilska cesta	5	Gasilska cesta 5	2	0	1	1	0	1	1
11592163	Gasilska cesta	6	Gasilska cesta 6	5	0	1	1	0	1	1
11638988	Stavešinski Vrh	56	Stavešinski Vrh 56	5	0	1	0	1	1	1
19136914	Zagajski Vrh	5A	Zagajski Vrh 5A	0	0	0	0	0	0	0
19120082	Lomanoše	6E	Lomanoše 6E	5	0	0	0	0	0	0
19130525	Črešnjevci	2	Črešnjevci 2	3	0	1	1	0	1	1
19130789	Negova	112A	Negova 112A	2	0	3	0	1	1	1
19130690	Spodnja Ščavnica	41B	Spodnja Ščavnica 41B	2	0	3	0	1	1	1
11617662	Plitvički Vrh	2	Plitvički Vrh 2	3	0	1	0	1	1	1
11617719	Plitvički Vrh	5	Plitvički Vrh 5	0	0	1	0	1	0	1
11617735	Plitvički Vrh	7	Plitvički Vrh 7	6	0	1	0	1	1	1
11617743	Plitvički Vrh	8	Plitvički Vrh 8	0	0	0	0	0	0	0
11617778	Plitvički Vrh	11	Plitvički Vrh 11	1	0	0	0	0	0	0
11617808	Plitvički Vrh	14	Plitvički Vrh 14	0	0	1	0	1	0	1
11617816	Plitvički Vrh	15	Plitvički Vrh 15	3	0	1	0	1	1	1
11617930	Plitvički Vrh	27	Plitvički Vrh 27	2	0	1	0	1	1	1
11617972	Plitvički Vrh	31	Plitvički Vrh 31	2	0	1	0	1	1	1
11618022	Plitvički Vrh	35	Plitvički Vrh 35	1	0	1	0	1	1	1
11618057	Plitvički Vrh	37	Plitvički Vrh 37	4	1	1	0	1	1	1
11618073	Plitvički Vrh	39	Plitvički Vrh 39	4	1	1	0	1	1	1
11618103	Plitvički Vrh	43	Plitvički Vrh 43	3	0	1	0	1	1	1
11618111	Plitvički Vrh	44	Plitvički Vrh 44	3	0	1	0	1	1	1
11618162	Plitvički Vrh	49	Plitvički Vrh 49	2	0	1	0	1	1	1
11618286	Plitvički Vrh	59	Plitvički Vrh 59	1	0	1	0	1	1	1
11618332	Plitvički Vrh	64	Plitvički Vrh 64	0	0	0	0	0	0	0
11619045	Podgrad	4	Podgrad 4	0	0	1	1	0	0	1
11619487	Podgrad	47	Podgrad 47	2	0	0	1	0	1	1
11619509	Podgrad	49	Podgrad 49	5	0	1	1	0	1	1
11619517	Podgrad	50	Podgrad 50	4	0	1	1	0	1	1
11619576	Podgrad	56	Podgrad 56	3	0	1	1	0	1	1
11620868	Police	93	Police 93	5	0	1	0	1	1	1
11620876	Police	94	Police 94	1	0	1	0	1	1	1
11621040	Police	110	Police 110	0	0	0	0	0	0	0
11621104	Police	115	Police 115	2	0	1	0	1	1	1
11621180	Police	122	Police 122	0	0	1	0	1	0	1
11621252	Police	129	Police 129	1	0	1	0	1	1	1
11621627	Ptujska Cesta	16	Ptujska Cesta 16	3	0	1	0	1	1	1
11621635	Ptujska Cesta	17	Ptujska Cesta 17	3	0	1	0	1	1	1
11621732	Ptujska Cesta	27	Ptujska Cesta 27	2	0	1	0	1	1	1
11628982	Radvenci	3	Radvenci 3	4	0	3	0	1	1	1
11629032	Radvenci	8	Radvenci 8	1	0	3	0	0	1	1
11629091	Radvenci	13	Radvenci 13	2	0	3	0	1	1	1
11629113	Radvenci	15	Radvenci 15	1	0	3	0	1	1	1
11629172	Radvenci	20	Radvenci 20	5	1	3	0	0	0	1
11629300	Radvenci	32	Radvenci 32	5	0	3	0	1	1	1
11630014	Rodmošci	18	Rodmošci 18	3	0	1	0	1	1	1
11614370	Očeslavci	25	Očeslavci 25	4	0	1	0	1	1	1
19136086	Črešnjevci	216B	Črešnjevci 216B	0	0	1	0	1	1	1
19133273	Ptujska Cesta	52A	Ptujska Cesta 52A	3	0	0	0	0	0	0
11621821	Ptujska Cesta	31	Ptujska Cesta 31	4	0	1	0	1	1	1
11621937	Ptujska Cesta	37	Ptujska Cesta 37	5	0	1	0	1	1	1
11621945	Ptujska Cesta	38	Ptujska Cesta 38	1	0	0	0	0	0	0
11621988	Ptujska Cesta	42	Ptujska Cesta 42	4	0	0	0	1	1	1
11622178	Ptujska Cesta	54	Ptujska Cesta 54	3	0	1	0	1	1	1
19123626	Prešernova cesta	17A	Prešernova cesta 17A	0	0	1	1	0	1	1
11620159	Police	28	Police 28	3	0	1	0	1	1	1
11620175	Police	30	Police 30	3	0	1	0	1	1	1
11620337	Police	44	Police 44	0	0	0	0	0	0	0
11620574	Police	68A	Police 68A	2	0	0	0	1	1	1
11620736	Police	81	Police 81	5	0	1	0	1	1	1
11620809	Police	87	Police 87	0	0	1	0	1	0	1
11617654	Plitvički Vrh	1	Plitvički Vrh 1	1	0	0	0	0	0	0
11617689	Plitvički Vrh	3	Plitvički Vrh 3	6	0	1	0	1	1	1
11617697	Plitvički Vrh	4	Plitvički Vrh 4	0	0	1	0	0	0	1
11617727	Plitvički Vrh	6	Plitvički Vrh 6	4	0	1	0	1	1	1
11617786	Plitvički Vrh	12	Plitvički Vrh 12	3	0	1	0	1	1	1
11617794	Plitvički Vrh	13	Plitvički Vrh 13	1	0	0	0	0	0	0
11617832	Plitvički Vrh	17	Plitvički Vrh 17	1	0	1	0	1	0	1
11617859	Plitvički Vrh	18	Plitvički Vrh 18	1	0	0	0	0	0	0
11617867	Plitvički Vrh	19	Plitvički Vrh 19	0	0	1	0	1	1	1
11617875	Plitvički Vrh	20	Plitvički Vrh 20	2	0	1	0	1	0	1
11617883	Plitvički Vrh	21	Plitvički Vrh 21	1	0	0	0	1	0	1
11617913	Plitvički Vrh	24	Plitvički Vrh 24	4	0	0	0	1	1	1
11617921	Plitvički Vrh	25	Plitvički Vrh 25	1	0	1	0	1	1	1
11617948	Plitvički Vrh	28	Plitvički Vrh 28	4	0	0	0	1	1	1
11617956	Plitvički Vrh	29	Plitvički Vrh 29	1	0	1	0	1	1	1
11617964	Plitvički Vrh	30	Plitvički Vrh 30	3	0	1	0	1	1	1
11583318	Črešnjevci	133	Črešnjevci 133	1	0	0	0	1	0	1
11583326	Črešnjevci	134	Črešnjevci 134	3	0	1	0	1	1	1
11583342	Črešnjevci	137	Črešnjevci 137	0	0	0	0	0	0	0
11583385	Črešnjevci	140	Črešnjevci 140	0	0	1	0	1	0	1
11583393	Črešnjevci	141	Črešnjevci 141	0	0	0	0	0	0	0
11583407	Črešnjevci	142	Črešnjevci 142	0	0	1	0	1	0	1
11583431	Črešnjevci	145	Črešnjevci 145	3	0	1	0	1	1	1
11583458	Črešnjevci	147	Črešnjevci 147	0	0	1	0	1	1	1
11583539	Črešnjevci	153	Črešnjevci 153	3	1	1	1	0	1	1
11583563	Črešnjevci	156	Črešnjevci 156	6	0	1	1	0	1	1
11583571	Črešnjevci	157	Črešnjevci 157	1	0	1	1	0	0	1
11583580	Črešnjevci	158	Črešnjevci 158	2	0	1	1	0	1	1
11583598	Črešnjevci	159	Črešnjevci 159	1	0	1	1	0	1	1
11583610	Črešnjevci	161	Črešnjevci 161	1	0	1	1	0	1	1
11583709	Črešnjevci	170	Črešnjevci 170	0	0	1	1	0	1	1
11583717	Črešnjevci	171	Črešnjevci 171	6	0	1	1	0	1	1
11583725	Črešnjevci	172	Črešnjevci 172	2	0	1	1	0	1	1
11583750	Črešnjevci	175	Črešnjevci 175	4	0	1	0	1	1	1
11590349	Prešernova cesta	21	Prešernova cesta 21	1	1	1	1	0	1	1
11590357	Prešernova cesta	22	Prešernova cesta 22	2	0	1	1	0	1	1
11590365	Prešernova cesta	23	Prešernova cesta 23	3	0	1	1	0	1	1
11590373	Prešernova cesta	24	Prešernova cesta 24	1	0	1	1	0	1	1
11590381	Prešernova cesta	25	Prešernova cesta 25	4	0	1	1	0	1	1
11590403	Prešernova cesta	27	Prešernova cesta 27	4	0	1	1	0	1	1
11590411	Prešernova cesta	28	Prešernova cesta 28	8	0	1	1	0	1	1
11590420	Prešernova cesta	29	Prešernova cesta 29	0	0	1	1	0	1	1
11590446	Prešernova cesta	32	Prešernova cesta 32	1	0	1	1	0	1	1
11590454	Prešernova cesta	34	Prešernova cesta 34	2	0	1	1	0	0	1
11590462	Prešernova cesta	36	Prešernova cesta 36	1	0	1	1	0	1	1
11590489	Prešernova cesta	38	Prešernova cesta 38	2	0	1	1	0	1	1
11590519	Prešernova cesta	42	Prešernova cesta 42	3	0	1	1	0	1	1
11593216	Prežihova ulica	1	Prežihova ulica 1	2	0	1	1	0	1	1
11593232	Prežihova ulica	2	Prežihova ulica 2	7	0	1	1	0	1	1
11593267	Prežihova ulica	4	Prežihova ulica 4	2	0	1	1	0	1	1
11593275	Prežihova ulica	5	Prežihova ulica 5	5	0	1	0	0	0	1
11593283	Prežihova ulica	6	Prežihova ulica 6	2	0	1	1	0	1	1
11593291	Prežihova ulica	7	Prežihova ulica 7	2	0	1	0	0	1	1
11593305	Prežihova ulica	8	Prežihova ulica 8	0	0	1	1	0	0	1
11593321	Prežihova ulica	10	Prežihova ulica 10	4	0	1	0	1	1	1
11593330	Prežihova ulica	11	Prežihova ulica 11	3	0	1	1	0	1	1
11593348	Prežihova ulica	12	Prežihova ulica 12	7	0	1	1	0	1	1
11593356	Prežihova ulica	13	Prežihova ulica 13	1	0	1	0	0	1	1
11593364	Prežihova ulica	15	Prežihova ulica 15	2	0	1	1	0	1	1
11593372	Prvomajska ulica	2	Prvomajska ulica 2	2	0	1	1	0	1	1
11593399	Prvomajska ulica	3	Prvomajska ulica 3	5	0	1	1	0	1	1
11593402	Prvomajska ulica	4	Prvomajska ulica 4	2	0	1	1	0	1	1
11593429	Prvomajska ulica	5	Prvomajska ulica 5	2	0	1	1	0	1	1
11593437	Rozmanova ulica	1	Rozmanova ulica 1	2	0	1	1	0	1	1
11593453	Rozmanova ulica	3	Rozmanova ulica 3	4	0	1	1	0	1	1
11590527	Simoničev breg	1	Simoničev breg 1	5	0	1	1	0	1	1
11590535	Simoničev breg	2	Simoničev breg 2	40	4	1	1	0	0	1
11590543	Simoničev breg	3	Simoničev breg 3	4	0	1	1	0	1	1
11590551	Simoničev breg	4	Simoničev breg 4	44	2	1	1	0	0	1
11606695	Lomanoše	5A	Lomanoše 5A	2	0	1	0	1	1	1
11606725	Lomanoše	6A	Lomanoše 6A	2	0	1	0	1	1	1
11606733	Lomanoše	6B	Lomanoše 6B	1	0	1	0	1	1	1
11606741	Lomanoše	6C	Lomanoše 6C	0	0	1	0	1	0	1
16354830	Lomanoše	6D	Lomanoše 6D	1	1	1	0	1	1	1
11606806	Lomanoše	8	Lomanoše 8	2	0	1	0	1	1	1
11606784	Lomanoše	8A	Lomanoše 8A	3	0	0	0	1	1	1
11606792	Lomanoše	8B	Lomanoše 8B	2	0	1	0	1	1	1
11606865	Lomanoše	10	Lomanoše 10	1	0	1	0	1	1	1
11606873	Lomanoše	11A	Lomanoše 11A	1	0	1	0	1	1	1
11606911	Lomanoše	12	Lomanoše 12	5	0	0	0	1	1	1
11606890	Lomanoše	12A	Lomanoše 12A	2	1	1	0	1	1	1
11606920	Lomanoše	13	Lomanoše 13	2	0	1	0	1	1	1
11606946	Lomanoše	14	Lomanoše 14	3	0	1	0	1	0	1
11606938	Lomanoše	14A	Lomanoše 14A	0	0	0	0	0	0	0
11606954	Lomanoše	15A	Lomanoše 15A	4	0	1	0	1	1	1
11606997	Lomanoše	17	Lomanoše 17	2	0	0	0	1	1	1
11607004	Lomanoše	18	Lomanoše 18	0	0	1	0	1	0	1
11607039	Lomanoše	20	Lomanoše 20	3	0	1	0	1	1	1
11614396	Očeslavci	27	Očeslavci 27	1	0	1	0	1	1	1
11614400	Očeslavci	28	Očeslavci 28	0	0	1	0	1	0	1
11614418	Očeslavci	29	Očeslavci 29	4	0	1	0	1	1	1
11614426	Očeslavci	30	Očeslavci 30	1	0	1	0	1	0	1
11614442	Očeslavci	32	Očeslavci 32	3	1	1	0	1	1	1
11614469	Očeslavci	33	Očeslavci 33	5	0	1	0	1	1	1
11614477	Očeslavci	34	Očeslavci 34	5	0	1	0	1	1	1
11614485	Očeslavci	35	Očeslavci 35	0	0	1	0	1	0	1
11614523	Očeslavci	39A	Očeslavci 39A	2	0	1	0	1	1	1
11614558	Očeslavci	40	Očeslavci 40	3	0	1	0	1	1	1
11614574	Očeslavci	41	Očeslavci 41	6	0	1	0	1	1	1
11614566	Očeslavci	41A	Očeslavci 41A	2	0	1	0	1	1	1
11614582	Očeslavci	42	Očeslavci 42	2	0	1	0	1	1	1
11614604	Očeslavci	43	Očeslavci 43	0	0	1	0	1	0	1
11614612	Očeslavci	44	Očeslavci 44	1	0	1	0	1	1	1
11614647	Očeslavci	45	Očeslavci 45	0	0	0	0	0	0	0
11614655	Očeslavci	46	Očeslavci 46	5	0	1	0	1	1	1
11614671	Očeslavci	47	Očeslavci 47	1	0	1	0	1	1	1
11614663	Očeslavci	47A	Očeslavci 47A	3	0	1	0	1	1	1
11607055	Lomanoše	22	Lomanoše 22	5	0	0	0	1	1	1
11607063	Lomanoše	23A	Lomanoše 23A	4	0	1	0	1	1	1
11607080	Lomanoše	24	Lomanoše 24	6	0	0	0	1	1	1
11607098	Lomanoše	25	Lomanoše 25	5	0	0	0	0	0	0
11607101	Lomanoše	26	Lomanoše 26	3	0	1	0	1	1	1
11607110	Lomanoše	27	Lomanoše 27	3	0	1	0	1	1	1
11619029	Podgrad	2	Podgrad 2	0	0	1	1	0	0	1
11619037	Podgrad	3	Podgrad 3	5	0	1	1	0	0	1
11619053	Podgrad	5	Podgrad 5	1	3	1	0	0	1	1
11619061	Podgrad	6	Podgrad 6	1	0	1	1	0	1	1
11619070	Podgrad	7	Podgrad 7	0	0	0	0	0	0	0
11619088	Podgrad	8	Podgrad 8	0	0	0	0	0	0	0
11619096	Podgrad	9	Podgrad 9	4	0	0	1	0	1	1
11615856	Orehovci	3	Orehovci 3	5	0	1	0	1	1	1
11615899	Orehovci	6A	Orehovci 6A	5	0	0	0	1	1	1
11615937	Orehovci	7	Orehovci 7	0	0	0	0	0	0	0
11615945	Orehovci	8	Orehovci 8	3	0	1	0	0	1	1
11579604	Aženski Vrh	22	Aženski Vrh 22	0	0	1	0	1	1	1
11579582	Aženski Vrh	22A	Aženski Vrh 22A	3	0	0	0	0	0	0
11582001	Črešnjevci	4	Črešnjevci 4	0	0	0	0	0	0	0
11582010	Črešnjevci	5	Črešnjevci 5	0	0	1	1	0	1	1
11582028	Črešnjevci	6	Črešnjevci 6	5	0	1	1	0	1	1
11582036	Črešnjevci	7	Črešnjevci 7	4	0	1	1	0	1	1
11582044	Črešnjevci	8	Črešnjevci 8	9	0	1	1	0	1	1
11582079	Črešnjevci	11	Črešnjevci 11	3	0	1	1	0	1	1
11582087	Črešnjevci	12	Črešnjevci 12	4	0	1	1	0	1	1
11582095	Črešnjevci	13	Črešnjevci 13	3	0	1	1	0	1	1
11582117	Črešnjevci	14	Črešnjevci 14	3	0	1	1	0	1	1
11582109	Črešnjevci	14A	Črešnjevci 14A	5	0	1	1	0	1	1
11582125	Črešnjevci	15	Črešnjevci 15	1	0	1	1	0	1	1
11582141	Črešnjevci	17	Črešnjevci 17	7	0	1	1	0	1	1
11582150	Črešnjevci	18	Črešnjevci 18	3	0	1	1	0	1	1
11582168	Črešnjevci	19	Črešnjevci 19	4	0	1	1	0	1	1
11582176	Črešnjevci	20	Črešnjevci 20	1	0	1	1	0	1	1
11582184	Črešnjevci	21	Črešnjevci 21	5	0	1	1	0	1	1
11582192	Črešnjevci	23	Črešnjevci 23	4	0	1	1	0	1	1
11582206	Črešnjevci	24	Črešnjevci 24	7	0	1	1	0	1	1
19119769	Zbigovci	75A	Zbigovci 75A	3	0	1	0	1	1	1
19135179	Ivanjševci ob Ščavnici	20	Ivanjševci ob Ščavnici 20	5	0	1	0	1	1	1
11582214	Črešnjevci	25	Črešnjevci 25	1	0	1	1	0	1	1
11582222	Črešnjevci	26	Črešnjevci 26	1	0	1	1	0	1	1
11582249	Črešnjevci	27	Črešnjevci 27	3	0	1	0	0	1	1
11582257	Črešnjevci	28	Črešnjevci 28	2	0	1	1	0	1	1
11582265	Črešnjevci	29	Črešnjevci 29	4	0	1	1	0	1	1
11582273	Črešnjevci	30	Črešnjevci 30	0	0	1	1	0	0	1
11582281	Črešnjevci	31	Črešnjevci 31	6	0	1	1	0	1	1
11582290	Črešnjevci	32	Črešnjevci 32	4	0	1	1	0	1	1
11582303	Črešnjevci	33	Črešnjevci 33	1	0	0	0	0	0	0
11582311	Črešnjevci	34	Črešnjevci 34	2	0	1	0	1	1	1
11582338	Črešnjevci	36	Črešnjevci 36	3	1	0	1	0	1	1
11582346	Črešnjevci	37	Črešnjevci 37	2	0	1	1	0	1	1
11582354	Črešnjevci	38	Črešnjevci 38	1	3	1	1	0	1	1
11582389	Črešnjevci	40	Črešnjevci 40	4	0	1	1	0	1	1
11582397	Črešnjevci	41	Črešnjevci 41	4	0	1	1	0	1	1
11589197	Panonska ulica	23	Panonska ulica 23	0	0	1	1	0	1	1
11589219	Panonska ulica	24	Panonska ulica 24	7	0	1	1	0	0	1
11589235	Panonska ulica	26	Panonska ulica 26	12	2	1	1	0	0	1
11589243	Panonska ulica	27	Panonska ulica 27	1	0	1	1	0	1	1
11589251	Panonska ulica	28	Panonska ulica 28	12	0	1	1	0	0	1
11589278	Panonska ulica	30	Panonska ulica 30	9	4	1	1	0	0	1
11589286	Panonska ulica	31	Panonska ulica 31	0	0	1	1	0	0	1
11589294	Panonska ulica	32	Panonska ulica 32	11	4	1	1	0	0	1
11589324	Panonska ulica	36	Panonska ulica 36	12	0	1	1	0	0	1
11589332	Panonska ulica	38	Panonska ulica 38	12	0	1	1	0	0	1
11589359	Partizanska cesta	1	Partizanska cesta 1	0	0	0	0	0	0	0
11589375	Partizanska cesta	3	Partizanska cesta 3	0	0	1	1	0	0	1
11589383	Partizanska cesta	4	Partizanska cesta 4	0	0	0	0	0	0	0
11589405	Partizanska cesta	6	Partizanska cesta 6	1	0	1	1	0	1	1
11589421	Partizanska cesta	8	Partizanska cesta 8	0	0	1	1	0	0	1
11589430	Partizanska cesta	9	Partizanska cesta 9	0	0	1	1	0	0	1
11589448	Partizanska cesta	10	Partizanska cesta 10	2	1	0	0	0	1	1
11589456	Partizanska cesta	11	Partizanska cesta 11	0	0	1	1	0	0	1
11589464	Partizanska cesta	12	Partizanska cesta 12	0	0	1	1	0	1	1
11589472	Partizanska cesta	13	Partizanska cesta 13	1	0	1	1	0	1	1
11589499	Partizanska cesta	14	Partizanska cesta 14	0	0	1	1	0	0	1
11589502	Partizanska cesta	15	Partizanska cesta 15	0	0	1	1	0	1	1
19135454	Lastomerci	12D	Lastomerci 12D	0	0	1	0	1	0	1
11589529	Partizanska cesta	16	Partizanska cesta 16	0	0	1	1	0	1	1
11589545	Partizanska cesta	18	Partizanska cesta 18	2	0	0	1	0	1	1
11589561	Partizanska cesta	20	Partizanska cesta 20	14	0	1	1	0	0	1
11589588	Partizanska cesta	22	Partizanska cesta 22	0	0	1	1	0	1	1
11589600	Partizanska cesta	24	Partizanska cesta 24	9	1	1	1	0	0	1
11589634	Partizanska cesta	27	Partizanska cesta 27	3	0	1	1	0	1	1
11605354	Lastomerci	24A	Lastomerci 24A	2	0	1	0	1	1	1
11605397	Lastomerci	25	Lastomerci 25	2	0	0	0	0	0	1
11605389	Lastomerci	25A	Lastomerci 25A	0	0	0	0	0	0	0
11605419	Lastomerci	26	Lastomerci 26	2	0	1	0	1	1	1
11605427	Lastomerci	27	Lastomerci 27	8	0	0	0	0	1	1
11605443	Lastomerci	28	Lastomerci 28	3	0	1	0	1	1	1
11605486	Lastomerci	30	Lastomerci 30	0	0	0	0	0	0	0
11605494	Lastomerci	31	Lastomerci 31	3	0	1	0	1	1	1
11643680	Zbigovci	23	Zbigovci 23	1	0	0	0	0	0	0
11615988	Orehovci	11	Orehovci 11	3	0	1	0	1	1	1
11615970	Orehovci	11A	Orehovci 11A	0	1	0	0	0	0	0
11615996	Orehovci	12	Orehovci 12	4	0	0	0	1	0	1
11616003	Orehovci	13	Orehovci 13	0	0	0	0	0	0	0
11616011	Orehovci	14	Orehovci 14	1	0	1	0	1	1	1
11616020	Orehovci	15	Orehovci 15	3	0	0	0	1	1	1
11616038	Orehovski Vrh	1	Orehovski Vrh 1	2	0	1	0	1	1	1
11616046	Orehovski Vrh	2A	Orehovski Vrh 2A	1	0	1	0	1	1	1
11616062	Orehovski Vrh	3	Orehovski Vrh 3	7	0	1	0	1	1	1
11616097	Orehovski Vrh	5	Orehovski Vrh 5	1	0	1	0	1	1	1
11616119	Orehovski Vrh	6	Orehovski Vrh 6	3	0	1	0	1	1	1
11616160	Orehovski Vrh	10	Orehovski Vrh 10	0	0	0	0	0	0	0
11616178	Orehovski Vrh	11	Orehovski Vrh 11	3	0	1	0	0	0	1
11616186	Orehovski Vrh	12	Orehovski Vrh 12	0	0	1	0	1	1	1
11616208	Orehovski Vrh	14	Orehovski Vrh 14	3	0	1	0	1	1	1
11616216	Orehovski Vrh	15	Orehovski Vrh 15	0	0	1	0	1	0	1
11616224	Orehovski Vrh	16	Orehovski Vrh 16	2	0	1	0	1	1	1
11616259	Orehovski Vrh	18	Orehovski Vrh 18	3	0	1	0	1	1	1
11616267	Orehovski Vrh	19	Orehovski Vrh 19	1	0	1	0	1	1	1
11616275	Orehovski Vrh	20	Orehovski Vrh 20	5	0	1	0	1	0	1
11616283	Orehovski Vrh	21	Orehovski Vrh 21	3	0	1	0	1	1	1
11616305	Orehovski Vrh	23	Orehovski Vrh 23	2	0	1	0	1	1	1
11616313	Orehovski Vrh	24	Orehovski Vrh 24	2	0	1	0	1	1	1
11616364	Orehovski Vrh	29	Orehovski Vrh 29	0	0	1	0	1	0	1
11616399	Orehovski Vrh	31	Orehovski Vrh 31	1	0	1	0	1	1	1
11616402	Orehovski Vrh	32	Orehovski Vrh 32	3	0	1	0	1	1	1
11582419	Črešnjevci	42	Črešnjevci 42	0	0	0	0	0	0	0
11582427	Črešnjevci	43	Črešnjevci 43	2	0	1	1	0	1	1
11582443	Črešnjevci	45	Črešnjevci 45	4	0	1	1	0	1	1
11582451	Črešnjevci	46	Črešnjevci 46	1	0	1	1	0	1	1
11582460	Črešnjevci	47	Črešnjevci 47	2	0	1	1	0	1	1
11582478	Črešnjevci	48	Črešnjevci 48	5	0	1	1	0	1	1
11582486	Črešnjevci	49	Črešnjevci 49	3	0	1	1	0	1	1
11582508	Črešnjevci	51	Črešnjevci 51	5	0	1	1	0	1	1
11582516	Črešnjevci	52	Črešnjevci 52	2	0	1	1	0	1	1
11582524	Črešnjevci	55	Črešnjevci 55	1	0	1	0	1	1	1
11582559	Črešnjevci	56	Črešnjevci 56	4	0	1	1	0	1	1
11582575	Črešnjevci	58	Črešnjevci 58	2	0	1	1	0	1	1
11582591	Črešnjevci	60	Črešnjevci 60	4	0	1	1	0	1	1
11582630	Črešnjevci	64	Črešnjevci 64	5	0	1	1	0	1	1
11582621	Črešnjevci	64A	Črešnjevci 64A	3	0	1	1	0	1	1
11582648	Črešnjevci	65	Črešnjevci 65	3	0	1	1	0	1	1
11582656	Črešnjevci	67	Črešnjevci 67	2	0	1	1	0	1	1
11582699	Črešnjevci	74	Črešnjevci 74	2	0	1	0	0	1	1
11582702	Črešnjevci	75	Črešnjevci 75	2	0	1	1	0	1	1
11582729	Črešnjevci	76	Črešnjevci 76	4	0	1	1	0	1	1
11582788	Črešnjevci	81	Črešnjevci 81	11	0	1	0	1	0	1
11582770	Črešnjevci	81A	Črešnjevci 81A	4	0	1	1	0	1	1
11582796	Črešnjevci	82	Črešnjevci 82	0	0	0	0	0	0	0
11582826	Črešnjevci	85	Črešnjevci 85	4	0	1	1	0	1	1
11589642	Partizanska cesta	28	Partizanska cesta 28	19	0	1	1	0	0	1
11589669	Partizanska cesta	29	Partizanska cesta 29	3	0	1	0	0	0	1
11589677	Partizanska cesta	30	Partizanska cesta 30	11	0	1	1	0	0	1
11589693	Partizanska cesta	32	Partizanska cesta 32	14	0	1	1	0	0	1
11589707	Partizanska cesta	33	Partizanska cesta 33	12	0	0	0	0	1	1
11589715	Partizanska cesta	34	Partizanska cesta 34	0	0	1	1	0	0	1
11589723	Partizanska cesta	35	Partizanska cesta 35	10	0	0	0	0	1	1
11589731	Partizanska cesta	36	Partizanska cesta 36	12	0	1	1	0	0	1
11589740	Partizanska cesta	37	Partizanska cesta 37	15	0	0	0	0	1	1
11589758	Partizanska cesta	38	Partizanska cesta 38	2	0	1	1	0	1	1
11589766	Partizanska cesta	39	Partizanska cesta 39	7	0	0	0	0	1	1
11589782	Partizanska cesta	41	Partizanska cesta 41	14	0	0	0	0	1	1
11589812	Partizanska cesta	43A	Partizanska cesta 43A	9	0	1	1	0	0	1
11589839	Partizanska cesta	43B	Partizanska cesta 43B	8	0	1	1	0	0	1
11589855	Partizanska cesta	45	Partizanska cesta 45	3	0	1	1	0	1	1
11589871	Partizanska cesta	47	Partizanska cesta 47	2	0	1	1	0	1	1
11589901	Partizanska cesta	51	Partizanska cesta 51	3	0	1	1	0	0	1
11589910	Partizanska cesta	53	Partizanska cesta 53	1	0	0	0	0	0	0
11589928	Partizanska cesta	55	Partizanska cesta 55	0	0	1	1	0	1	1
11589936	Partizanska cesta	57	Partizanska cesta 57	7	0	1	1	0	1	1
11589944	Pintaričeva cesta	1	Pintaričeva cesta 1	3	0	1	1	0	1	1
11589952	Pintaričeva cesta	2	Pintaričeva cesta 2	1	0	1	1	0	1	1
